PID,COMMAND,%CPU,TIME,#TH,#WQ,#PORTS,MEM,PURG,CMPRS,PGRP,PPID,STATE,BOOSTS,%CPU_ME,%CPU_OTHRS,UID,FAULTS,COW,MSGSENT,MSGRECV,SYSBSD,SYSMACH,CSW,PAGEINS,IDLEW,POWER,USER,#MREGS,RPRVT,VPRVT,VSIZE,KPRVT,KSHRD
70,iconservicesd,0.0,00:00.62,2,2,72+,832K+,0B,1856K+,70,1,sleeping,*0[288+],0.00000,0.00000,240,21729+,156+,3136+,2174+,26453+,5380+,14287+,5+,508,0.0,_iconservices,N/A,N/A,N/A,N/A,N/A,N/A
65,mds,0.0,15:33.78,8,5,474+,11M+,0B,46M+,65,1,sleeping,*0[1+],0.00000,0.00000,0,6960675+,21404+,5368504+,1704800+,41807740+,5997931+,17546597+,7357+,361740,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
64,warmd,0.0,00:03.17,4,3,70+,3104K+,0B,5180K+,64,1,sleeping,*0[1+],0.00000,0.00000,0,36708+,162+,15240+,6182+,145213+,22326+,40027+,73+,2304,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
62,airportd,0.0,03:02.50,5,3,455+,6736K+,0B,18M+,62,1,sleeping,*1427+[27+],0.00000,0.00000,0,368517+,233+,3090580+,1306048+,6875762+,3076844+,1949612+,2645+,42918,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
58,logd,0.0,01:29.29,4,4,732+,16M+,0B,19M+,58,1,sleeping,*0[1+],0.00000,0.00000,0,770520+,133+,488840+,420864+,3101351+,509519+,1888278+,423115+,23471,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
53,mobileassetd,0.0,00:04.04,2,1,66+,1416K+,0B,5104K+,53,1,sleeping,*0[803+],0.00000,0.00000,0,41381+,182+,15123+,7632+,131862+,24219+,48700+,415+,835,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
52,powerd,0.0,00:55.83,2,1,102+,1004K+,0B,448K+,52,1,sleeping,*0[1+],0.00000,0.00000,0,196430+,143+,1803079+,480283+,855550+,2809184+,731944+,633+,20263,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
51,configd,0.0,01:54.67,8,1,530+,2216K+,0B,4300K+,51,1,sleeping,*0[1+],0.00000,0.00000,0,812525+,534+,4567079+,1224791+,1605794+,7174395+,943887+,2210+,19742,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
50,appleeventsd,0.0,00:05.31,4,4,214+,3740K+,0B,3020K+,50,1,sleeping,*0[2614+],0.00000,0.00000,55,50041+,201+,28941+,17582+,292105+,54835+,115669+,69+,2656,0.0,_appleevents,N/A,N/A,N/A,N/A,N/A,N/A
47,mediaremoted,0.0,00:40.66,3,2,102+,3148K+,0B,3936K+,47,1,sleeping,*0[45581+],0.00000,0.00000,0,315783+,235+,832388+,243252+,1206379+,1092272+,520764+,888+,3932,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
45,fseventsd,0.0,06:28.65,15,1,310+,2532K+,0B,4984K+,45,1,sleeping,*0[1+],0.00000,0.00000,0,4499462+,105+,2084189+,15880+,18112797+,10783153+,5945320+,133+,817824,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
44,kextd,0.0,00:25.24,2,1,72+,1172K+,0B,11M+,44,1,sleeping,*0[1+],0.00000,0.00000,0,376882+,1016+,45308+,18346+,1213775+,73212+,299926+,24794+,472,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
43,uninstalld,0.0,00:14.29,3,2,22+,312K+,0B,508K+,43,1,sleeping,*0[1+],0.00000,0.00000,0,87165+,138+,28108+,27+,449001+,112245+,298363+,74+,61529,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
41,syslogd,0.0,00:24.27,3,3,119+,556K+,0B,436K+,41,1,sleeping,*0[36756+],0.00000,0.00000,0,108697+,91+,178082+,15072+,1961350+,403859+,411390+,116+,15080,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
40,UserEventAgent,0.0,01:38.01,5,3,549+,5624K+,0B,5768K+,40,1,sleeping,*0[1+],0.00000,0.00000,0,474121+,311+,1066798+,503548+,2171786+,1476701+,1063517+,3200+,26231,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
1,launchd,0.0,10:52.01,4,4,2670+,13M+,0B,6976K+,1,0,sleeping,0[0],0.00000,0.00000,0,156868+,55+,5337780+,1732774+,11750584+,9330595+,2614250+,890+,19068,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
0,kernel_task,0.0,03:28:07,151/4,0,2+,936M+,0B,0B,0,0,running,0[0],0.00000,0.00000,0,839986+,7+,436161351+,405190952+,0,0,856021007+,0,58143332,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
55247,QuickLookSatelli,7.3,00:01.16,8,4,95+,15M+,148K,0B,55247,1,sleeping,*6+[6+],0.00000,6.93890,501,16849+,767+,1060+,325+,10534+,2356+,4857+,119+,48+,7.4,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
133,WindowServer,6.2,02:38:03,6,2,746,57M,26M-,271M-,133,1,sleeping,*0[1],0.00000,0.02296,88,26336766+,962009+,160657519+,64360769+,34089104+,151318308+,61516087+,15285,7002104+,10.7,_windowserver,N/A,N/A,N/A,N/A,N/A,N/A
55344,top,3.6,00:00.18,1/1,0,20+,2696K+,0B,0B,55343,55343,running,*0[1],0.25375,0.00000,0,2369+,108+,149095+,74553+,3166+,80210+,377+,6,1+,3.7,root,N/A,N/A,N/A,N/A,N/A,N/A
0,kernel_task,3.2,03:28:07,151/4,0,2,936M+,0B,0B,0,0,running,0[0],0.00000,0.00000,0,839986,7,436233032+,405262444+,0,0,856025266+,0,58143576+,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
297,fontd,2.6,04:32.32,2,1,174+,3584K+,128K,6384K-,297,1,sleeping,0[1262599],0.00000,2.24688,501,153987+,3916,5112616+,1287344+,9836088+,4037698+,2099680+,1074,6174,2.6,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
290,Finder,1.9,07:52.30,8,4,526-,42M+,0B-,80M-,290,1,sleeping,*0[21111+],0.16385,0.00000,501,5677557+,5846,2342433+,1321076+,8569480+,8359592+,4817554+,25733,43306+,2.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
51401,ScriptEditor,1.8,00:04.62,11,7,305,41M-,15M+,22M-,51401,1,sleeping,*0[362],0.02121,0.00000,501,117896+,814,28327+,8061+,39725+,61256+,30611+,520,844+,3.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
48440,iTunes,1.5,04:58.02,25,3,2156,38M,1824K,86M,48440,1,sleeping,*0[4584],0.01803,0.00000,501,893070+,2917,1380784+,118217+,3246101+,1777712+,3009564+,7035,28695,1.5,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
48554,Terminal,1.2,02:54.41,9,4,323,73M,244K+,18M,48554,1,sleeping,*0[1830],0.00000,0.00000,501,2866854+,4386,547047+,140258+,1356816+,1616924+,1039886+,2564,36161+,1.4,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
343,Bartender2,1.1,05:21.81,8,5,257+,7944K+,0B,12M,343,1,sleeping,*0[20571],0.32383,0.00000,501,366569+,756,5374963+,201095+,2418588+,8736222+,3547354+,1613,62653,1.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50846,plugin_host,0.9,03:28.91,9,1,44,25M,0B,28M,50845,50845,sleeping,*0[1],0.00000,0.00000,501,3342891,669431,9440,4641,57619565+,74785507+,2413435+,252,281997+,2.7,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
137,coreaudiod,0.8,32:13.51,4,1,303,2324K,0B,3848K,137,1,sleeping,*0[1],0.00000,0.00000,202,414021,220,14818167+,1234739,25338015+,20338095+,23291399+,1318,7673272+,3.4,_coreaudiod,N/A,N/A,N/A,N/A,N/A,N/A
108,hidd,0.5,59:59.55,8,3,315,2196K,0B,1068K,108,1,sleeping,*0[1],0.00000,0.00000,261,1380988,197,55113460+,29388546+,69112557+,77413777+,55475970+,2069,159423,0.5,_hidd,N/A,N/A,N/A,N/A,N/A,N/A
89,launchservicesd,0.5,59:57.47,5,5,981,9240K,0B,4884K,89,1,sleeping,*0[22485347+],0.00000,0.32569,0,728563,181,143046476+,53303476+,436234692+,181051193+,186636038+,508,54440,0.5,root,N/A,N/A,N/A,N/A,N/A,N/A
65,mds,0.4,15:33.79,8,5,474,11M+,0B,46M-,65,1,sleeping,*0[1],0.22207,0.10438,0,6960694+,21404,5368530+,1704808+,41807908+,5997962+,17546674+,7357,361742+,0.5,root,N/A,N/A,N/A,N/A,N/A,N/A
55216,quicklookd,0.4,00:00.34,8,5,116+,6512K+,80K,0B,55216,1,sleeping,*1[10+],9.22810,0.11243,501,9872+,600,886+,310+,25782+,1724+,1777+,446,34+,0.4,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
39554,Dropbox,0.4,05:43.83,113,2,442,81M,20K,109M,39554,1,sleeping,*0[4579],0.00000,0.00000,501,1210354,77203,342529+,43545,8459357+,1295177+,4397998+,5455,88730+,0.4,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
82,opendirectoryd,0.4,02:47.46,9,9,1378+,5000K+,40K,4640K-,82,1,sleeping,*0[1],0.00000,0.23338,0,2129942+,321714,742040+,336337+,9294208+,860722+,3202324+,1410,36393,0.4,root,N/A,N/A,N/A,N/A,N/A,N/A
50845,SublimeText,0.3,04:22.93,10,1,276,57M,13M,23M,50845,1,sleeping,*0[1310],0.00000,0.00000,501,514127,22445,719292+,193328,32134521+,240634343+,2529813+,350,112320+,0.8,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
164,mds_stores,0.2,14:19.36,7,5,101,53M+,2008K,64M-,164,1,sleeping,*0[1],0.00000,0.22959,0,12848434+,48073,3440074+,928062+,18416527+,3619282+,8964676+,790670+,71077,0.2,root,N/A,N/A,N/A,N/A,N/A,N/A
395,cloudd,0.2,20:00.02,11,5,731,25M+,128K,18M,395,1,sleeping,*3011[2],0.00000,0.06934,501,3288188+,3813,3227346+,1193120,62212400+,5475787+,30183012+,5754,371355+,0.3,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50339-,scManagerD,0.2,01:47.72,3,2,75,4856K,0B,2220K,50339,1,sleeping,*0[1],0.00000,0.00000,0,12411,317,3348030,420605,5622928+,6293185+,3607633+,589,7860+,0.3,root,N/A,N/A,N/A,N/A,N/A,N/A
5405,java,0.2,07:08.40,52,1,144,49M+,0B,197M-,5387,1,sleeping,*0[1],0.00000,0.00000,501,670763+,889,4732,1742,20871866+,182539,11173230+,1601,4072721+,0.9,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
787,mdwrite,0.1,00:01.95,8,8,69+,1332K+,0B,968K-,787,1,sleeping,*0[1],0.00000,0.15391,501,26273+,155,5454+,6809+,125633+,11854+,74623+,45,916,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
45,fseventsd,0.1,06:28.65,15,1,310,2532K,0B,4984K,45,1,sleeping,*0[1],0.00321,0.00000,0,4499478+,105,2084197+,15880,18112878+,10783193+,5945350+,133,817828+,0.3,root,N/A,N/A,N/A,N/A,N/A,N/A
50760,mdworker,0.1,00:01.11,4,1,54,13M,0B,3736K,50760,1,sleeping,*0[1],0.22945,0.00000,501,39004+,194,5755+,2240+,16731+,5861+,4599+,356,33,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
5319,java,0.1,07:27.08,51,1,142,95M+,0B,156M-,5299,1,sleeping,*0[1],0.00000,0.00000,501,939251+,891,7103,2549,18828006+,13108,10408393+,823,4973419+,0.9,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
91,securityd,0.1,00:35.28,6,1,272+,5820K,0B,5636K,91,1,sleeping,*0[1],0.00000,0.00000,0,223997+,944,544065+,58827+,1107475+,1808095+,579009+,956,1098,0.1,root,N/A,N/A,N/A,N/A,N/A,N/A
318,sharedfilelistd,0.1,00:07.69,4,4,96,4292K,0B,2004K,318,1,sleeping,0[3233],0.00000,0.00000,501,56111,199,28070,11262,198872+,35123,89365+,62,1585,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
51066,LINE,0.1,00:09.69,16,2,260,77M,26M,70M,51066,1,sleeping,*0[307],0.00000,0.00000,501,93942,1237,22744+,11812+,138104+,349432+,130559+,9516,2716+,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
48538,BetterTouchTool,0.0,00:59.45,6,2,273,12M,0B,11M,48538,1,sleeping,*0[2876],0.01408,0.00000,501,213976,898,2374191+,1051546+,355375+,2016116+,958587+,485,4558+,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
237,storagekitd,0.0,04:51.13,8,6,115,844K,0B,14M,237,1,sleeping,0[8],0.00000,0.00000,0,103647,292,1528595+,16917,13381927+,3032093+,8895529+,869,529028+,0.1,root,N/A,N/A,N/A,N/A,N/A,N/A
5515,java,0.0,04:11.59,26,1,92,41M,0B,175M,5497,1,sleeping,*0[1],0.00000,0.00000,501,511787,875,21267,9044,11362798+,829608,6312402+,460,3107955+,0.4,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
1,launchd,0.0,10:52.01,4,4,2670,13M,0B,6976K,1,0,sleeping,0[0],0.00000,0.04104,0,156868,55,5337796+,1732779+,11750618+,9330633+,2614256+,890,19068,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
348,MEGAclient,0.0,05:40.22,11,3,243,49M,4096B+,534M-,348,1,sleeping,*0[7185],0.00000,0.00000,501,826626+,837,3994777,1671809,6071534+,4366377+,2006708+,8962,372670+,0.1,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
53330-,dbfseventsd,0.0,00:01.51,1,0,8,2584K,0B,1732K,39554,53329,sleeping,*0[1],0.00000,0.00000,0,1368,50,12,6,299575+,18,49727+,2,0,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
353,iconservicesagen,0.0,00:03.89,3,3,81+,1576K+,0B,75M-,353,1,sleeping,0[714],0.00000,0.04233,501,145125+,180,12035+,5515+,86741+,19641+,39534+,877,1205,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
102,revisiond,0.0,01:48.50,4,2,73,1784K-,120K+,11M-,102,1,sleeping,0[122233],0.00000,0.00000,0,144796+,207,617107,149120,1912452+,1127186+,647601+,679,1009,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
53331-,dbfseventsd,0.0,00:00.93,1,0,8,28K,0B,168K,39554,53330,sleeping,*0[1],0.00000,0.00000,501,203,28,10,5,209404+,15,44144+,0,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
434-,scClient,0.0,01:42.92,4,2,102,820K,0B,2848K,434,1,sleeping,*0[1],0.00000,0.00000,501,146205,444,586304+,9059,1262594+,2163229+,1689577+,2146,257336+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
354,com.apple.dock.e,0.0,00:18.77,4,2,177,2892K,0B,4744K,354,1,sleeping,*34[6],0.00000,0.00000,501,82268,393,144522+,25621,314954+,423908+,394343+,1009,22356+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
384,SafariCloudHisto,0.0,01:35.69,4,3,46,860K,0B,836K,384,1,sleeping,*0[1],0.00000,0.00000,501,18010,169,276446+,2518,3115424+,1090162+,2148531+,40,193975+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
47,mediaremoted,0.0,00:40.66,3,2,102,3148K,0B,3936K,47,1,sleeping,*0[45583+],0.00000,0.01803,0,315783,235,832396+,243254+,1206399+,1092284+,520772+,888,3932,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
255,symptomsd,0.0,01:44.25,4,3,141,2196K,0B,4112K,255,1,sleeping,0[4290],0.00000,0.00000,24,146133,285,131099,83283,6155364+,316191,1820461+,8681,12375,0.0,_networkd,N/A,N/A,N/A,N/A,N/A,N/A
279,UserEventAgent,0.0,01:32.78,4,2,565,2860K,0B,1652K,279,1,sleeping,*0[1],0.01649,0.00000,501,1206969+,270,977094+,454176+,1834092+,2769458+,1603171+,518,31085,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
1264,OSDUIHelper,0.0,00:18.01,4,2,193,3860K,0B,9680K,1264,1,sleeping,*0[6518],0.00000,0.00000,501,90263,531,132014+,19521,299483+,370691+,372577+,335,20449+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
111,notifyd,0.0,01:16.49,3,3,375,1784K,0B,204K,111,1,sleeping,*0[1],0.00000,0.00805,0,408691+,87,3841942+,779911+,3480515+,5228482+,1260266+,52,12872,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
284,TouchBarAgent,0.0,00:30.27,2,1,195,1520K,0B,1676K,284,1,sleeping,*0[10678],0.00000,0.00000,501,38435,212,419470+,173229,320336+,1157502+,580717+,802,14306+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
48539,BTTRelaunch,0.0,00:00.92,4,2,140,1376K,0B,2484K,48539,1,sleeping,*0[283],0.00000,0.00000,501,7481,244,6626+,872,15104+,20163+,19152+,0,1147+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
425,PowerChime,0.0,00:27.79,4,2,202,2184K,0B,9208K,425,1,sleeping,*0[1],0.00000,0.00000,501,693630,1066,244711+,74690,404709+,597623+,593577+,1160,29324,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
436,TISwitcher,0.0,00:17.35,3,1,156,1892K,0B,8592K,436,1,sleeping,*0[1],0.00000,0.00000,501,72430,307,120794+,24547,303920+,458153+,507858+,90,12535,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
285,Dock,0.0,05:13.09,5,3,385,9492K,172K,66M,285,1,sleeping,*1[35489],0.00000,0.00000,501,8841603+,3512,2114304,1019116+,5599096+,6191253+,3579091+,210092,286565+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
42605,com.apple.WebKit,0.0,00:01.56,5,2,90,780K,0B,2496K,42605,1,sleeping,*1[1],0.00000,0.00191,501,6454,203,7710+,833,54489+,28576+,44688+,9,1464,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
518,LaterAgent,0.0,00:14.64,3,1,151,1472K,0B,3276K,518,1,sleeping,*0[1],0.00000,0.00000,501,49488,261,107269+,18796,323707+,390557+,381931+,35,13176,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
424,EvernoteHelper,0.0,00:17.96,4,2,188,3376K,0B,6236K,424,1,sleeping,*0[1],0.00000,0.00000,501,94296,681,153194+,30781,426465+,462004+,465179+,975,15723,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
542,mdflagwriter,0.0,00:02.84,2,2,17,160K,0B,1532K,542,1,sleeping,*0[1],0.00000,0.01507,501,18040+,89,42925+,14694+,159903+,57331+,21162+,3,1642,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
368,imklaunchagent,0.0,00:12.98,2,1,204,1724K,0B,2112K,368,1,sleeping,*0[1],0.00000,0.00000,501,49983,227,77355+,9041,294694+,268477+,382609+,2347,12776,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
420,Siri,0.0,01:00.23,4,2,154,1872K,0B,3284K,420,1,sleeping,*0[1],0.00000,0.00000,501,52614,321,1613371+,452609,940199+,2326859+,834283+,179,13979,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
371,EmojiFunctionRow,0.0,01:38.38,5,3,366,6820K,0B,3452K,371,1,sleeping,*0[25192],0.00000,0.00000,501,131747,333,1359702+,270054,1952053+,2394899+,1628459+,614,41578+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
101,mysqld,0.0,01:00.26,27,0,43,952K,0B,160M,101,1,sleeping,*0[1],0.00000,0.00000,74,50361,437,225,25,2383073+,245,1440348+,1756,548633+,0.0,_mysql,N/A,N/A,N/A,N/A,N/A,N/A
439,com.apple.DFRSys,0.0,00:20.63,3,1,159,2048K,0B,13M,439,1,sleeping,*0[5040],0.00000,0.00000,501,134470,14907,126876+,22875,334040+,441740+,379785+,1314,11782,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
727,storeuid,0.0,00:14.10,3,1,135,1304K,0B,3820K,727,1,sleeping,0[7759],0.00000,0.00000,501,38973,247,118747+,21137,302563+,376663+,378555+,26,13130,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
411,FolderActionsDis,0.0,00:14.04,6,4,132,1416K,0B,2184K,411,1,sleeping,0[8877],0.00000,0.00000,501,35686,237,120269+,20443,300128+,378874+,366412+,197,12961,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
402,Spotlight,0.0,06:07.37,10,4,335,8220K,0B,19M,402,1,sleeping,*0[89793],0.00000,0.00000,501,447025,935,827423+,261688,4126332+,1184351+,2919609+,4626,60426,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
431,WiFiAgent,0.0,00:20.84,5,2,172,3928K,0B,7336K,431,1,sleeping,0[9544],0.00000,0.00000,501,104211,266,131867+,25781,338772+,401068+,406499+,105,13907,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
741,coreautha,0.0,00:16.89,3,1,303,1920K,0B,8944K,741,1,sleeping,0[9267],0.00000,0.00000,501,92965,535,133333+,23529,315943+,400535+,399659+,210,13537,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
53329-,dbfseventsd,0.0,00:00.28,1,0,10,44K,0B,244K,39554,39554,sleeping,*0[1],0.00000,0.00000,0,789,148,29,14,12411+,50,8500+,15,2187+,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
445,ContactsAgent,0.0,00:14.34,2,1,58-,348K-,0B,1140K,445,1,sleeping,0[8],0.00000,0.00000,501,104869,172,29543,1325,435606+,118093,306119+,198,61639+,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
355,filecoordination,0.0,01:13.61,4,4,90,1544K+,0B,2800K,355,1,sleeping,*0[1],0.00000,0.00000,0,1848947+,143,1763065,934323,1913814+,4451450,897453+,677,3173,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
367,watchdogd,0.0,00:03.10,4,1,31,64K,0B,564K,367,1,sleeping,*0[1],0.00000,0.00000,0,5391,122,40095+,15195+,45256+,30294+,73334+,9,19681,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
50856,Python,0.0,00:18.33,2,0,17,25M,0B,3988K,50845,50846,sleeping,*0[1],0.00000,0.00000,501,22054,366,124,49,82872+,232,42866+,5,3767,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
203,ntpd,0.0,00:12.61,3,3,28,364K,0B,1728K,203,1,sleeping,*0[1],0.00000,0.00000,0,9968,338,21140,6764,1688727+,9715,253799+,249,129807,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
288,SystemUIServer,0.0,02:35.24,4,2,411-,12M-,112K,48M,288,1,sleeping,*0[22582],0.00000,0.00000,501,675127,1235,2329571,922906,1621585+,3171366,1635322+,7604,68163,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
87,httpd,0.0,00:07.34,1,0,19,56K,0B,5504K,87,1,sleeping,*0[1],0.00000,0.00000,0,7869,781,359,123,546508+,487,313133+,852,173408,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
169,mDNSResponderHel,0.0,00:13.04,3,2,354,84K,0B,1512K,169,1,sleeping,*0[1],0.00000,0.00000,0,10243,112,559990+,280602+,291020+,281630+,314351+,63,104714,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
55343,sh,0.0,00:00.01,1,0,10,508K,0B,0B,55343,48556,sleeping,*0[1],0.00000,0.00000,501,883,121,31,15,201,56,47,70,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
55342,SystemEvents,0.0,00:00.21,5,3,157,7932K,0B,0B,55342,1,sleeping,*0[4],0.00000,0.00000,501,10649,325,1022,272,4068,1608,1157,65,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
55283,mdworker,0.0,00:00.36,3,1,59,4404K,0B,0B,55283,1,sleeping,*0[1],0.00000,0.00000,89,8144,225,1210,386,13040,1526,2081,22,1,0.0,_spotlight,N/A,N/A,N/A,N/A,N/A,N/A
55260,helpd,0.0,00:00.03,2,1,36,1004K,0B,0B,55260,1,sleeping,0[0],0.00000,0.00000,501,3617,151,135,44,488,289,146,4,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
55217,com.apple.WebKit,0.0,00:08.66,6,1,232,144M,64M,0B,55217,1,sleeping,*0[1701],0.00000,0.00000,501,93898,2264,31488,19855,116445,94349,49547,42,1130,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
55207,com.apple.WebKit,0.0,00:13.72,7,2,233,126M,86M,0B,55207,1,sleeping,*0[2040],0.00000,0.00000,501,173778,704,30310,14864,124926,91487,42314,38,1452,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
55195,com.apple.WebKit,0.0,00:06.16,7,2,229,83M,37M,0B,55195,1,sleeping,*0[1091],0.00000,0.00000,501,125284,704,24207,12463,65311,76663,34234,82,3852,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
54460,com.apple.iCloud,0.0,00:00.25,2,1,56,3444K,0B,0B,54460,1,sleeping,0[11],0.00000,0.00000,501,6774,204,732,218,4372,1195,1617,4,108,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
53156,mdworker,0.0,00:07.44,3,1,58,2088K,0B,2240K,53156,1,sleeping,*0[1],0.00000,0.00000,89,22572,225,20211,5968,175831,24592,61672,24,79,0.0,_spotlight,N/A,N/A,N/A,N/A,N/A,N/A
52684,ocspd,0.0,00:00.36,2,1,35,1116K,0B,548K,52684,1,sleeping,*0[1],0.00000,0.00000,0,14669,165,8915,129,3738,25245,5644,3,35,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
52613,com.apple.spotli,0.0,00:00.04,2,1,49,32K,0B,2316K,52613,1,sleeping,0[0],0.00000,0.00000,501,3683,158,178,58,7102,392,560,49,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50789,mdworker,0.0,00:01.25,4,1,55,15M,0B,1848K,50789,1,sleeping,*0[1],0.00000,0.00000,501,46679,194,5907,2289,17135,6118,5518,1807,39,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50788,mdworker,0.0,00:01.54,5,2,58,15M,0B,1512K,50788,1,sleeping,*0[1],0.00000,0.00000,501,59795,210,6731,2589,24215,7034,7927,459,54,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50765,mdworker,0.0,00:01.51,4,1,54,9624K,0B,4716K,50765,1,sleeping,*0[1],0.00000,0.00000,501,42817,194,6383,2461,18702,6701,7253,1050,49,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50750,Python,0.0,00:00.48,1,0,13,2028K,0B,33M,50750,50742,sleeping,*0[1],0.00000,0.00000,501,13880,595,167,79,11088,360,1074,11,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50742,bash,0.0,00:00.01,1,0,16,12K,0B,804K,50742,50741,sleeping,*0[1],0.00000,0.00000,501,1994,348,87,37,1132,156,66,0,0,0.0,victory2152,N/A,N/A,N/A,N/A,N/A,N/A
50741,login,0.0,00:00.02,2,1,28,12K,0B,1000K,50741,48554,sleeping,*0[9],0.00000,0.00000,0,2609,181,156,47,1660,251,227,5,2,0.0,root,N/A,N/A,N/A,N/A,N/A,N/A
50595,mdworker,0.0,00:12.14,3,1,58,1920K,0B,2468K,50595,1,sleeping,*0[1],0.00000,0.00000,89,38071,225,35006,10404,304958,42852,113579,26,131,0.0,_spotlight,N/A,N/A,N/A,N/A,N/A,N/A
